source_row,source_tweet_id,source_created_at,source_uncivil_raw,text,gt_uncivil
1882,8.231881365156372e+17,Sun Jan 22 15:18:40 +0000 2017,yes,@SenSchumer Stop Blocking #Senate #Hearings Not a pissing contest this is the future &amp; fate of our country Are you a patriot 🇺🇸 @POTUS 🇺🇸,1
1883,8.793899636280074e+17,Mon Jun 26 17:24:40 +0000 2017,yes,"@SpeakerRyan Ryan- Human beings who don't have extra money to invest, need to have certainty that greedy predators… https://t.co/TDN2feFN1t",1
1884,8.731678363105116e+17,Fri Jun 09 13:20:09 +0000 2017,no,"@SenSchumer Comey appointed himself judge &amp; jury for the HRC email case. He planned to close it the whole time, the… https://t.co/sVxGDDVYV5",0
1885,8.947989588365394e+17,Tue Aug 08 05:54:31 +0000 2017,yes,"@SenBlumenthal Shut up, stolen valor. Coming from a daughter of a real USMC Vietnam Vet.",1
1886,8.43091064340779e+17,Sat Mar 18 13:25:48 +0000 2017,no,@repdavetrott supports term limits. Help him out by voting for someone else in 2018. #FoundDaveTrott,0
1887,8.356515002610688e+17,Sun Feb 26 00:43:37 +0000 2017,yes,@SenJohnMcCain John did you really ask the Russians for campaign money? You really are the dirty little hypocrite aren't you Hanoi Johnny,1
1888,9.199306764340265e+17,Mon Oct 16 14:18:59 +0000 2017,yes,@SpeakerRyan Liar,1
1889,8.646680926678016e+17,Wed May 17 02:25:12 +0000 2017,yes,"@jasoninthehouse @GOPoversight Oh great, the dignity of the country is in the hands of this bozo.",1
1890,8.449197776006472e+17,Thu Mar 23 14:32:27 +0000 2017,no,@SenSchumer https://t.co/WsjTHBDhQj,0
1891,8.779459149077955e+17,Thu Jun 22 17:46:32 +0000 2017,yes,"@SenJohnMcCain @facebook What will it take for you to grow a spine, be an actual maverick, and stand up to Trump. Vote no on #HealthcareBill",1
1892,8.588037523163955e+17,Sun Apr 30 22:02:25 +0000 2017,no,"@RepAdamSchiff @POTUS And with #corruption so completely obvious yet all #congress #senate can do is say ""somebody""… https://t.co/WNno0wXyry",0
1893,8.452723008282132e+17,Fri Mar 24 13:53:15 +0000 2017,yes,"@SpeakerRyan the ACHA is trash.The 40k women a year who die of breast cancer need more affordable services, not less. You're scum. #acaworks",1
1894,8.463358558663639e+17,Mon Mar 27 12:19:26 +0000 2017,no,@SenSchumer both if which were by the Democrats,0
1895,8.428493886406533e+17,Fri Mar 17 21:25:28 +0000 2017,no,@RepEdRoyce We started the communication process with a much nicer tone. You've ignored us so we've gotten louder. Whose fault is that?,0
1896,8.591370842625638e+17,Mon May 01 20:06:57 +0000 2017,no,@RepBarbaraLee No disrespect to African Americans but it's vital we get our history right. Civil war was a European banker plot 2 implode US,0
1897,8.225943471620956e+17,Fri Jan 20 23:59:10 +0000 2017,no,@jasoninthehouse You're a mean spirited person. You gain popularity for doing it.,0
1898,8.475254552343101e+17,Thu Mar 30 19:06:29 +0000 2017,no,@SenSchumer How do we make sure this remains in effect?,0
1899,8.952677945766912e+17,Wed Aug 09 12:57:30 +0000 2017,yes,@ChuckGrassley @SenJoniErnst @RepRodBlum @SteveKingIA this is robbery. At this rate evrythg I ACT'LLY pay will B gi… https://t.co/ZRiAqmA2mM,1
1900,9.108936935776379e+17,Thu Sep 21 15:49:14 +0000 2017,yes,@SpeakerRyan You're a hack. A ridiculous hack.,1
1901,8.965521026711101e+17,Sun Aug 13 02:00:53 +0000 2017,no,@SenJohnMcCain Please. Go away McShame,0
1902,8.370750980791296e+17,Wed Mar 01 23:00:30 +0000 2017,no,@RepTrentFranks Obama deported more people than Bush! And he didn't come out with an executive order that was half baked and not legal.,0
1903,8.704287522112143e+17,Thu Jun 01 23:56:00 +0000 2017,yes,"@RepByrne @POTUS It isn't a ""deal,"" it's a forward thinking, pro-innovation set if initiatives, you hollow-headed pigeon.",1
1904,9.164068159522734e+17,Fri Oct 06 20:56:25 +0000 2017,yes,"@SpeakerRyan Fuck you, your worthless statement, &amp; your fake Christianity",1
1905,9.223007921569957e+17,Mon Oct 23 03:16:59 +0000 2017,no,"@SenSchumer And #Trump says to himself ""I'm really happy.""",0
1906,8.577423152423035e+17,Thu Apr 27 23:44:38 +0000 2017,no,@MaxineWaters Hit them where it hurts....right in the wallet!!!,0
1907,8.408558469679923e+17,Sun Mar 12 09:23:50 +0000 2017,no,"@RepTedLieu, another one injured by guns in Oakland today. What will you do about it? https://t.co/y026dfxauu #shootatweet",0
1908,9.166977637647196e+17,Sat Oct 07 16:12:32 +0000 2017,yes,@RepGrothman https://t.co/bNF3ruyvpr,1
1909,8.731967791473336e+17,Fri Jun 09 15:15:10 +0000 2017,yes,@JacksonLeeTX18 Is it painful for you to be so stupid? Because it is painful for us to listen to you being so stupid.,1
1910,8.749965637555323e+17,Wed Jun 14 14:26:52 +0000 2017,yes,@NancyPelosi @SteveScalise You prayed to Satan that more get killed?,1
1911,9.13176845243347e+17,Wed Sep 27 23:01:40 +0000 2017,yes,"@SenJohnMcCain @soledadobrien Such a bitter ,jealous ,old man . He s Trump Jealousy Syndrome",1
1912,8.070199827185418e+17,Fri Dec 09 00:32:12 +0000 2016,yes,@jasoninthehouse @SpeakerRyan so have uve check into this pretend it's HRC &amp; give a damn maybe? U guys R pathetic s… https://t.co/OnhZKKv7oG,1
1913,8.60216164890198e+17,Thu May 04 19:34:50 +0000 2017,no,@SpeakerRyan Plan on having a townhall during recess? Do you have the courage?,0
1914,9.185664282231235e+17,Thu Oct 12 19:57:57 +0000 2017,no,@louiseslaughter @MomRovin Anything goes now. I hate to say it but DEMS need to figure out how to be DICKS! SLAMMIN… https://t.co/jmHSun7YrD,0
1915,8.568989572131267e+17,Tue Apr 25 15:53:26 +0000 2017,no,@SenatorBurr Can't get resources you need? How can #WeThePeople help get to #TrumpRussia truth? https://t.co/zaVkKyrNZC,0
1916,8.244134684513403e+17,Thu Jan 26 00:27:42 +0000 2017,yes,"@SpeakerRyan Are you fucking serious? You are a small, pathetic man.",1
1917,8.26946040079188e+17,Thu Feb 02 00:11:14 +0000 2017,no,"@NancyPelosi @SenSchumer Haven't seen the Dem base so energized and you Dems in Congress barely acknowledge, much less take advantage of it.",0
1918,8.46857471679443e+17,Tue Mar 28 22:52:09 +0000 2017,yes,@SpeakerRyan your the disaster. You cancelled every Americans internet privacy. Thanks for your representation...idiot,1
1919,8.569669549172204e+17,Tue Apr 25 20:23:38 +0000 2017,no,@SpeakerRyan Then tell the president and his daughter to have their goods made in the USA instead of China,0
1920,8.964048857630884e+17,Sat Aug 12 16:15:53 +0000 2017,no,@RoyBlunt @jallman971 @POTUS These terrorists are in every state. @POTUS proudly calls them #TrumpSupporters.… https://t.co/lMemHBDcoH,0
1921,8.555954530559795e+17,Sat Apr 22 01:33:46 +0000 2017,no,"@RepMaloney Carolyn, you are starting to do more tweets than The Donald. Love It! .@jamesedstrom .@jeanshafiroff .@ritacosby",0
1922,8.699697838270464e+17,Wed May 31 17:32:14 +0000 2017,no,@RepAdamSchiff You dont deserve to shake their hands until you address how the state of Cali stole oil rights from veterans land!,0
1923,8.771977330855404e+17,Tue Jun 20 16:13:31 +0000 2017,no,"@RepLanceNJ7 @BillPascrell @stevenmnuchin1 @USTreasury SALT deduction directly benefits high-tax states like NY, NJ… https://t.co/KJGSn0xeo0",0
1924,8.711417451358454e+17,Sat Jun 03 23:09:11 +0000 2017,yes,"@SpeakerRyan You have the House the Senate and the White House. Stop flapping your lips, get your gonads out of pel… https://t.co/LWHV1WMo5M",1
1925,8.253611371726152e+17,Sat Jan 28 15:13:24 +0000 2017,yes,@NancyPelosi @YouTube Loonie's walking around as vagina's why not ovaries and wombs.,1
1926,8.76803901340758e+17,Mon Jun 19 14:08:34 +0000 2017,no,@SenJohnMcCain NO Obamacare lite. Free markets for healthcare.,0
1927,8.531660958464614e+17,Sat Apr 15 08:40:22 +0000 2017,no,@RepAdamSchiff Why are you blaming the swamp when it's Donald Trump that's keeping the visits and visitors logs sec… https://t.co/TyvxWtyAAV,0
1928,8.39238522909442e+17,Tue Mar 07 22:17:10 +0000 2017,yes,@MaxineWaters how do you manage to survive the day with you idiocy? Your speech skills rival that of an 8yr old on a good day :-),1
1929,8.594073982215127e+17,Tue May 02 14:01:05 +0000 2017,no,@SpeakerRyan you are the worst! Move over so we can get things done!,0
1930,8.416738897133814e+17,Tue Mar 14 15:34:27 +0000 2017,no,"@RepMoBrooks its always blame the poor isnt it? no talk of how 2elevate them, corp subsidies or bloated defense budgets its all the poor!",0
1931,8.443303468460155e+17,Tue Mar 21 23:30:16 +0000 2017,yes,@MaxineWaters I feel sorry for the people in your district.. By them electing you their IQ's have to border retardation..,1
1932,8.246146856894136e+17,Thu Jan 26 13:47:16 +0000 2017,yes,@SpeakerRyan @MikePenceVP the same goes for you 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕 and your war on women🖕🖕🖕🖕🖕,1
1933,8.68167008134742e+17,Fri May 26 18:08:39 +0000 2017,yes,@SpeakerRyan you'll endorse a man who can't handle his problems with big boy words all in the name of winning? This disgrace is at your feet,1
1934,9.207677666128404e+17,Wed Oct 18 21:45:17 +0000 2017,no,"@SenSchumer, another one injured by guns in Brooklyn today. What will you do about it? https://t.co/0iNYLBhvJK #shootatweet",0
1935,8.74733842313216e+17,Tue Jun 13 21:02:54 +0000 2017,yes,"@SpeakerRyan We the people are tired of all this nonsense,waste of our money. Stop these https://t.co/6iNJxD7ScQ this biased SpecProsicuter",1
1936,8.729621971561882e+17,Thu Jun 08 23:43:01 +0000 2017,no,@SpeakerRyan You're a joke bud,0
1937,8.21483991102464e+17,Tue Jan 17 22:27:00 +0000 2017,no,@RepAdams Thank you for not attending the inauguration and for not normalizing Trump. #BoycottTheInauguration,0
1938,8.899690061944709e+17,Tue Jul 25 22:02:00 +0000 2017,no,"@SenJohnMcCain Another pitiful decision by the ""Maverick"". The first was picking the Dumbass Palin. Now, you want t… https://t.co/0mdiaUOgpd",0
1939,8.610743992642519e+17,Sun May 07 04:25:09 +0000 2017,no,@Raul_Labrador Cash prices were cheaper than co-pays are now.,0
1940,8.987754304501719e+17,Sat Aug 19 05:15:35 +0000 2017,no,"@SenJohnMcCain @MayoClinic McCain is not a hero, he's a zero. Exactly what did he do while in the service? The same… https://t.co/AnmVxTulvF",0
1941,9.196718506905805e+17,Sun Oct 15 21:10:30 +0000 2017,yes,@RepAdamSchiff You're full of crap Schiff... Typical Liberal tactics.... Genius liberals have all the perverts! JUST LOOK AROUND!,1
1942,8.551541490292367e+17,Thu Apr 20 20:20:11 +0000 2017,no,@SpeakerRyan @Policy_Exchange https://t.co/fw0F9PNG6Z,0
1943,8.621184674906767e+17,Wed May 10 01:33:54 +0000 2017,no,"@SenatorBurr What you gonna do about it? We want to kno, our nation is under serious treat by a home grown domestic… https://t.co/xcg7DHWmEu",0
1944,9.149762639991931e+17,Mon Oct 02 22:11:55 +0000 2017,no,@BettyMcCollum04 @POTUS @HouseGOP you are working so hard to take away the #2A. Will vote you out first chance. Stop FGM in MN instead!,0
1945,8.186717219893494e+17,Tue Jan 10 04:12:03 +0000 2017,no,"@RepHastingsFL Trump could should be denied the Presidency for collusion, espionage &amp; treason. https://t.co/Ja84BGV6CR",0
1946,8.966332038589972e+17,Sun Aug 13 07:23:09 +0000 2017,no,@NancyPelosi @realDonaldTrump Repeat repeat,0
1947,8.896055292862136e+17,Mon Jul 24 21:57:40 +0000 2017,yes,@SenSchumer @NancyPelosi they better knock this fucking BS off. I'm tired of the attacks on Truth. THIS IS A FUCKING DEMOCRACY! 1/,1
1948,8.591787754179338e+17,Mon May 01 22:52:37 +0000 2017,yes,"@SenSchumer Hope it's good for downstate New Yorkers, or don't you care about them. What about suburban Detroit - g… https://t.co/6LexkCpO4i",1
1949,8.60194109243478e+17,Thu May 04 18:07:11 +0000 2017,no,@SpeakerRyan PRAY YOURS DON'T GET SICK AND THERES NO HOPE SEE THE DEAF OF YOUR KIDS THEN YOU WILL FEEL THE HURT AS OTHERS FEEL COME AROUND,0
1950,8.297544251536179e+17,Thu Feb 09 18:10:45 +0000 2017,no,@SenJohnMcCain Can we hold you accountable for arming Syrian rebels=ISIS ? Just asking .,0
1951,8.263892052700324e+17,Tue Jan 31 11:18:34 +0000 2017,yes,@SenSchumer @POTUS @realDonaldTrump @mike_pence https://t.co/rN4VXYsNHF,1
1952,8.736573761293885e+17,Sat Jun 10 21:45:24 +0000 2017,yes,"@JanSchakowsky, another one injured by guns in Chicago today. What will you do about it? https://t.co/HbvzYHxhbo #shootatweet",1
1953,7.97167704608297e+17,Fri Nov 11 20:02:46 +0000 2016,no,"@jasoninthehouse and @TGowdySC - you are all over this too, right? You'll uphold your duty w/ hearings, right?… https://t.co/1Ab2FZQ9da",0
1954,8.072940480085402e+17,Fri Dec 09 18:41:14 +0000 2016,yes,"@NancyPelosi @HouseGOP Oh, you are so nice Pelosi. You saddled the poor Americans with Obamacare. You are a fool and arrogant jackass.",1
1955,9.015867841650072e+17,Sat Aug 26 23:26:54 +0000 2017,yes,@SpeakerRyan Can't you even spell? You must have been absent for all of first grade English!,1
1956,8.678699236572406e+17,Thu May 25 22:28:08 +0000 2017,no,"@SenJohnMcCain yes we must, seeing as how you helped cause all of this, you would know. https://t.co/MfoIs44MFp",0
1957,8.344808754380145e+17,Wed Feb 22 19:11:59 +0000 2017,no,"@NancyPelosi @FBI @POTUS Dems lost the Presidency, house, senate. Liberal ideology doesn't work &amp; is dangerous. Americans want better. :(",0
1958,9.200950930922168e+17,Tue Oct 17 01:12:19 +0000 2017,no,@SenJohnMcCain @ron_fournier good now leave - from a Vietnam Vet,0
1959,8.618210803940229e+17,Tue May 09 05:52:12 +0000 2017,no,@RepAdamSchiff @MiaFarrow Because Trump knew the truth already! Can't anyone in Congress say that out loud! Everyone is thinking it!,0
1960,8.086637620310467e+17,Tue Dec 13 13:23:59 +0000 2016,no,@SpeakerRyan thinks Russian interference is bad except if it casts doubt on election. Let that sink in won't you? https://t.co/65UHtxduEm,0
1961,8.268473216148521e+17,Wed Feb 01 17:38:58 +0000 2017,no,@nancypelosi FRAUD! Don't you have some bills you should be pretending to read or should we just wait until they pass to see what's in it?,0
1962,9.03645112194003e+17,Fri Sep 01 15:45:58 +0000 2017,no,@SpeakerRyan As if you would know anything about compassion or unity... Let's face it. You are a #Soros puppet who… https://t.co/W91R4PFRiG,0
1963,7.993510370438636e+17,Thu Nov 17 20:38:33 +0000 2016,no,"@RepBera, another one killed by guns in Soledad today. What will you do about it? https://t.co/QJ0ItKjOhc #shootatweet",0
1964,8.450497815715021e+17,Thu Mar 23 23:09:02 +0000 2017,no,"@ChuckGrassley Oh dear, Chuck, most of the people here want Garland. What do you say to that?",0
1965,8.604879045016658e+17,Fri May 05 13:34:38 +0000 2017,no,@VernBuchanan Your constituents won't forget your vote to throw poor and sick people under the bus-deplorable decision!,0
1966,8.479124234114335e+17,Fri Mar 31 20:44:09 +0000 2017,no,"@RepAdamSchiff Adam Schiff, We have great faith in you! Do Not allow any votes to happen on Gorsuch. Nominated by an illegal Potus!",0
1967,8.623534892377702e+17,Wed May 10 17:07:48 +0000 2017,no,@gracenapolitano U wants him fired last oct for his letter on Clinton,0
1968,8.204775517306307e+17,Sun Jan 15 03:47:46 +0000 2017,no,"@repjohnlewis As a congressman, you should set a good example. THIS is what causes racism.DJT won 2,626 counties &amp; HRC 487. A LANDSLIDE",0
1969,8.976210888506368e+17,Wed Aug 16 00:48:39 +0000 2017,yes,@SpeakerRyan Why are you standing with a mon with no morals guess your party is now the party of Neo-Nazi's love#SH… https://t.co/pWDwLDc0eP,1
1970,8.729279942848307e+17,Thu Jun 08 21:27:06 +0000 2017,no,"@RepAdamSchiff ...President ""bug off"".We cant talk about this..and then doesnt tell the Justice Dept because ""I don… https://t.co/MYVIeRVpyn",0
1971,8.443249748108124e+17,Tue Mar 21 23:08:55 +0000 2017,no,"@Jim_Jordan what would u do if we pass the HC bill ur way &amp; Dems filibuster? Please reconsider ur support,there r 3 stages b patient pls.",0
1972,9.105298603381514e+17,Wed Sep 20 15:43:30 +0000 2017,no,@RepErikPaulsen Day 15.,0
1973,8.290306898445722e+17,Tue Feb 07 18:14:53 +0000 2017,no,@RepStevePearce We need to see Trump's tax returns #trumptaxreturn,0
1974,8.676579227922432e+17,Thu May 25 08:25:43 +0000 2017,no,@TGowdySC https://t.co/jwvcPrdeQv,0
1975,8.219167321680773e+17,Thu Jan 19 03:06:34 +0000 2017,no,@KenCalvert It looks like Calif media has noticed that you're no longer having Town Halls Ken...for some reson. https://t.co/tYrdJFZ1o3,0
1976,8.107701822851809e+17,Mon Dec 19 08:54:09 +0000 2016,no,"@RepRoybalAllard, another one killed by guns in Oakland today. What will you do about it? https://t.co/3p4gbTanjN #shootatweet",0
1977,8.469799013748408e+17,Wed Mar 29 06:58:39 +0000 2017,no,@SenSchumer https://t.co/DowBNqxBuX,0
1978,8.77195696880984e+17,Tue Jun 20 16:05:26 +0000 2017,no,@SenSchumer @HouseGOP ChuckYou remain a Pot Stirrer seems you like to crank up people for your own feeble ass agend… https://t.co/o3602NPOWr,0
1979,8.19970052577493e+17,Fri Jan 13 18:11:09 +0000 2017,no,@SpeakerRyan What are people going to use during the transition period?,0
1980,8.713243637354127e+17,Sun Jun 04 11:14:51 +0000 2017,no,@MaxineWaters I PRAY FOR THE DEATH of EVERY FILTHY ISLAMIST in London and around the world. TAQIYYA will not win! Nor will YOU POVERTY PIMP,0
1981,8.327036086300303e+17,Fri Feb 17 21:29:45 +0000 2017,no,@jasoninthehouse We need a bill requiring all presidential candidates to release 10+ years of #IRS filings &amp; a #CheckUpFromTheNeckUp,0
1982,8.496939634349834e+17,Wed Apr 05 18:43:22 +0000 2017,no,@RepRoybalAllard Medicare for all would be the answer Premiums based on income System already in place &amp; working well Negotiate drug prices,0
1983,8.298327484832932e+17,Thu Feb 09 23:21:59 +0000 2017,no,@NancyPelosi No you want us to be robots and be the same. You think you know what is best for us. Why listen to you?,0
1984,9.092521739340063e+17,Sun Sep 17 03:06:26 +0000 2017,no,@SenatorTimScott #Tymia families will not be able to afford healthcare. Matthew 25:40-43 https://t.co/fkJJsmw1vH,0
1985,8.401105550923284e+17,Fri Mar 10 08:02:19 +0000 2017,no,"@SenatorLankford $4K max GOP Health Plan tax credit too low. Should be $9,000+. Health ins. premiums $9,000+/year. https://t.co/M51VQEDCcQ",0
1986,8.280909805406249e+17,Sun Feb 05 04:00:49 +0000 2017,yes,@SpeakerRyan is pathetic. He's sucks Trump's ass so he can get a chance 2kill off elderly &amp; poor people by getting rid of medicare SS &amp; ACA,1
1987,8.605826526713487e+17,Fri May 05 19:51:07 +0000 2017,no,@SpeakerRyan @POTUS @VP You are no longer qualified to call yourself a Christian. You will pay at the polls and one… https://t.co/0DclPuwo0e,0
