tweet_id,text,case,gt_sentiment
30790075_2018-06-04T14:36:08.000Z,Wow @Scotus just sided w/baker who refused to make the same sex marriage cake.  I'm a real follower of Christ.  I would have happily made your cake.  Evangelicals are haters. #RealChristian #Love #God #Jesus #NoHate,masterpiece,Negative
20924379_2018-06-04T14:47:35.000Z,"My very short summary of Cakeshop decision: The Colorado Commission acted biased toward the biased baker, denying him unprejudiced opportunity to justify his prejudice, so he wins. #SCOTUS",masterpiece,Negative
859134194_2020-07-09T14:27:42.000Z,"No one is above the law.

#TrumpTaxReturns
#SCOTUS",mazars,Positive
48235389_2018-06-04T16:45:13.000Z,What the fuck is wrong with the Supreme Court its really full of asshole bigoted senior citizens who don’t give a shit about me or my rights.,masterpiece,Negative
888470651232821248_2020-07-13T20:37:13.000Z,"Although congress’s power has been limited by a hamstrung senate, the true damage to our country has been done by Barr’s total corruption of the department of justice. Thank god for the Supreme Court.",mazars,Negative
21775167_2020-07-19T19:01:03.000Z,"Trump just said the quiet bit out loud...if I read the runes right in the next 2 weeks tRump will overturn DACA and the ACA by following the road map laid out by SCOTUS in their decision the other day. Yikes
#daca #ACA #Biden2020",mazars,Negative
127016972_2020-07-14T22:17:59.000Z,every time i get a fucking news alert that starts out with “US Supreme Court Justice Ruth Bader Ginsburg” my entire stomach drops to my toes,mazars,Negative
1078786288420077568_2020-07-09T08:43:51.000Z,"Supreme Court MUST IMMEDIATELY FIRE TRUMP ADMIN, ALL his STAFF,  Appointed subjugates + remove Mitch McConnell for beatdown of @GOP ... 
for clear and obvious abuse of Powers as ""BREACH OF THEIR OATH AND GOOD FAITH CONTRACT to protect and defend WE THE PEOPLE, Owners of USA"".",mazars,Negative
632641127_2018-06-04T16:25:03.000Z,Question: Why would you want to support a business that hates your existence anyway? #SCOTUS,masterpiece,Negative
237089251_2020-07-09T15:56:52.000Z,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁",mazars,Negative
1078933148_2018-06-04T17:16:57.000Z,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance",masterpiece,Negative
187374900_2020-07-09T14:45:47.000Z,People are out here dying over no knock warrants and we had to go all the way to the Supreme Court just to get some fucking tax returns.,mazars,Negative
423890530_2020-07-09T14:16:29.000Z,“The Supreme Court ruling is a hoax” in 3....2....1....,mazars,Negative
130852019_2020-07-09T14:19:37.000Z,SUPREME COURT HARASSMENT!,mazars,Negative
32617425_2020-07-19T12:34:24.000Z,".@RepMaryIsaacson The U.S. Supreme Court has affirmed that #LGBTQ Americans are protected from employment discrimination! Now, it's time for our state lawmakers to finish the job and fully protect LGBTQ people from discrimination in every area of life. @freedom4allusa",mazars,Positive
1218279361_2018-06-04T22:38:56.000Z,Great Supreme Court decision to support the Baker. No one should be forced to do something against their beliefs! Go find a gay friendly baker!,masterpiece,Positive
824920081423540225_2020-07-09T22:24:58.000Z,"Even the Supreme Court is hedging their bets on Donald Trump's impending loss. 

They don't want to imply to the next president that it's okay to be a piece of shit loser.",mazars,Negative
255486471_2020-07-09T14:41:41.000Z,Bad SCOTUS day for  “Barump” — the sycophantic AG and crooked as a dog’s hind leg illegitimate President on their assertion of the divine right of kings,mazars,Negative
303512493_2020-07-09T14:12:44.000Z,7-2 PRESIDENT IS NOT IMMUNE FROM CRIMINAL PROCESS - TRUMP LOSES VANCE CASE #SCOTUS @WUSA9,mazars,Neutral
959877857890783232_2020-07-09T14:27:43.000Z,"Well, it’s over. Nothing’s resolved before the election and Trump just won what he wanted: time. #SCOTUS",mazars,Negative
49811809_2018-06-04T14:38:26.000Z,"Remember, the Supreme Court justices only serve for life.",masterpiece,Negative
253355926_2018-06-04T14:16:01.000Z,"SCOTUS, per Kennedy, reverses in Masterpiece Cake Shop- Colorado violated the First Amendment rights of the baker.",masterpiece,Neutral
806651307025014784_2020-07-09T14:34:44.000Z,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",mazars,Negative
82185070_2018-06-04T21:38:14.000Z,Imagine being so opposed to a loving couple getting married that you go all the way to the Supreme Court to not make them a cake. It's just crazy.,masterpiece,Negative
2217037688_2020-07-09T12:51:49.000Z,I hope the Supreme Court does the right thing and release his financials ! Fingers crossed.  💙,mazars,Positive
912979125651959808_2018-06-04T15:08:29.000Z,"Wondering if that same sex couple would have gone all the way to the Supreme Court to protest a Muslim baker who refused to bake a same sex wedding cake on the same grounds. Somehow I doubt it, and a Muslim baker would rather see them dead  to even ask.",masterpiece,Negative
1099499273270583297_2020-07-19T20:58:26.000Z,If I was a Supreme Court justice I promise everybody goin home,mazars,Neutral
69770888_2018-06-04T15:21:15.000Z,"Wow, the Supreme Court is homophobic af 😡😡😡",masterpiece,Negative
1472427643_2018-06-05T00:03:56.000Z,#Blessed wasn’t on Twitter all day. Missed all the SCOTUS hot takes 🙏🏽,masterpiece,Positive
82257426_2018-06-04T14:36:41.000Z,7-2 Supreme Court rules for baker who refused to bake cake. #tcot @realDonaldTrump,masterpiece,Positive
470476269_2020-07-10T04:17:26.000Z,"Question for those of you celebrating the Supreme Court rulings: Does the district attorney of NY actually have the tax returns? Or, as Kavanaugh said, will this simply open up another avenue for appeals?",mazars,Neutral
1613222576_2020-07-16T04:00:15.000Z,"It is now midnight in Terre Haute, 5 hours past the scheduled execution of #WesleyIraPurkey. #SCOTUS still has both of the appeals and a ruling could come at any time. BOP staff wrangled up some more snacks and caffeine for the press room. @840WHAS",mazars,Neutral
381328598_2018-06-05T04:44:58.000Z,"Today's SCOTUS decision makes me sad. If your religion teaches you to hate gay people, you're doing religion wrong.",masterpiece,Negative
972243180_2020-07-14T22:08:42.000Z,"RBG ain’t making another 4 years on the bench. This election is in part, her seat on the Supreme Court and the fate of future progressive policies",mazars,Negative
14993209_2018-06-04T17:06:11.000Z,"We have a President insisting on his right to pardon himself, a Supreme Court that is letting religious beliefs cover for discrimination, and a Congress that wants to make poor single moms without childcare work to feed their kids. Had enough yet?",masterpiece,Negative
284760236_2018-06-08T11:41:08.000Z,"#morningjoe hey #maga ladies 53 years after Supreme Court’s ruling in #GriswoldvCT, access to birth control is under attack from Republicans. All women have a right to quality, affordable reproductive health care, and Dems won’t stop fighting for u. GOP wants 2 control u !",masterpiece,Negative
39363233_2018-06-04T17:13:51.000Z,I guess if you don’t want to make a cake for somebody then you don’t have to. I’m just glad we know whose bakery to avoid. #loveislove #SCOTUS,masterpiece,Negative
288638696_2018-06-04T15:11:52.000Z,#SCOTUS just gave everyone the right to refuse service to anyone in a MAGA hat ! #TwoWayStreet,masterpiece,Negative
16315743_2018-06-05T12:46:31.000Z,"Sen. Ryan Paul says prosecuting attorneys have too much power, that whether the President can pardon himself is an unknown... The SCOTUS ruled in Nixon vs The People that the President has no such power! Nixon resigned three days later!

Republicans have selected memories!",masterpiece,Negative
409271624_2018-06-04T15:00:20.000Z,Yea that’s a bad decision this morning by scotus,masterpiece,Negative
339219640_2018-06-04T19:22:20.000Z,Religion that is free to hate is not religion at all. #cakefail #SCOTUS,masterpiece,Negative
61349804_2018-06-04T16:19:26.000Z,"Today's #SCOTUS decision in #MasterpieceCakeshop put me in the mood for #awesomegayweddingcakes. Tweet me some gorgeous pics, people! Can't wait to RT them! #PrideMonth",masterpiece,Positive
972862322111901696_2020-07-09T23:42:27.000Z,"Now some GOP governors want to speak up. Smh, now that almost 133,000+ Americans are dead from COVID. But when the orange dictator said for y’all to open, all the GOP governors followed him like an imbecile. Now that he lost a case with SCOTUS... now it’s a flip? 😂 🤦🏼‍♂️",mazars,Negative
17018594_2020-07-09T16:11:07.000Z,SCOTUS! Score one for democracy. #NovemberIsComing,mazars,Positive
1210677194617491456_2020-07-09T01:58:30.000Z,"IF THE AFFORDABLE CARE IS TAKEN  A WAY BY THE SUPREME COURT WE HAVE NO COVERAGE  FOR PRE CONDITIINS ,YOUR PARENTS ON ARR ,UNITED  HEALTH WITH IS D WILL NEED YOU  TO GO GET INSURANCE FOR THEN.THERE CHILDREN, AND 90 MILLION AMERICANS WILL NOT HAVE INSURANCE .",mazars,Negative
27242914_2020-07-09T14:39:27.000Z,That's like the 1/100th SCOTUS decision to go against him this year!,mazars,Negative
459876432_2018-06-04T14:21:13.000Z,"CNN:  Bakeries can discriminate against LGBT couples. - Supreme Court.   

What’s next?  Landlords against unmarried couples?  Employers against Latinos?",masterpiece,Negative
533641860_2020-07-14T13:26:58.000Z,"Another Pres Trump pledge is kept, the return of capital punishment. The United States Supreme Court in a 5-4 vote overruled a lower courts order to delay all four executions scheduled for July and August. Californians @SenKamalaHarris and @XavierBecerra are likely very upset!",mazars,Positive
851491630422949888_2018-06-05T03:23:25.000Z,Today’s SCOTUS decision changes nothing in SLC. We’ve always been respectful of faith. We’ve also been a leader for inclusion of LGBTQ Utahns. We will continue to enforce protections against non-discrimination while also respecting religious freedom. #slc #gayslc #lgbtq #lovewins,masterpiece,Positive
995328311713714176_2018-06-04T16:14:14.000Z,"When we base everything on a supreme court decision we run the danger of loosing our identities, these are not quantifiable in terms of religion or the law",masterpiece,Negative
36753604_2020-07-10T01:37:51.000Z,"Thank you SUPREME COURT!
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
 @CNN @MSNBC @WASHINGTONPOST @NYTIMES @WSJ @AARP",mazars,Positive
1278734179384152064_2020-07-09T22:33:47.000Z,Congress needs Trump's prior tax returns to make legislative decisions.The President is signaled out and they are all attacking the office of the President. He is a Target and this decision is criminal. Supreme Court in high end cases always favors Socialist Democrats. Obamacare?,mazars,Negative
16155472_2020-07-17T22:53:34.000Z,Come on people. You did not swallow the woof tickets about Merrick Garland. McConnell already said he would fill any #SCOTUS opening. Federalist Society likely already has a name.,mazars,Negative
22958913_2020-07-10T02:10:24.000Z,"Hannity didn’t take a breath in the first 10 minutes of bashing Biden ....
No mention of US Pandemic growing so beyond the rest of world n SCOTUS ruling",mazars,Negative
35210948_2018-06-04T15:11:52.000Z,I 💙 #RBG and Sotomayor! #SCOTUS,masterpiece,Positive
72945247_2018-06-06T10:16:24.000Z,"The media spin of Jack Phillips Supreme Court ruling is nauseating. Christian cake guy, who for conscience sake, graciously defers customers to a competitor is made to look intolerant while Hamas, Iran and PLO are celebrated for promoting genocide. PTL for sound court decision.",masterpiece,Negative
