source_id,source_row,source_dataset,premise,hypothesis,source_entailment,gt_entails
event_test_1895,1895,mlburnham/scad_event_entailment,Civil servants fail to return to work after the end of the civil war.,The event described in this text is extra-government violence.,1,0
event_test_1896,1896,mlburnham/scad_event_entailment,IS released a video of Libyan jihadists killing 30 Ethiopian Christians who had been kidnapped; the victims consisted of two groups filmed in two separate locations.,The event described in this text is extra-government violence.,0,1
event_test_1897,1897,mlburnham/scad_event_entailment,A PRD politician is assassinated.,The event described in this text is extra-government violence.,0,1
event_test_1898,1898,mlburnham/scad_event_entailment,IS planted a bomb at a Cairo intersection four people were wounded and no fatalities reported.,The event described in this text is extra-government violence.,0,1
event_test_1899,1899,mlburnham/scad_event_entailment,Kamel and her family were attacked over film mocking Prophet Muhammad at bus terminals.,The event described in this text is extra-government violence.,0,1
event_test_1900,1900,mlburnham/scad_event_entailment,Only 12 women answered Tunisian rights group's call to protest the repression of women by demonstrating in miniskirts.,The event described in this text is extra-government violence.,1,0
event_test_1901,1901,mlburnham/scad_event_entailment,Men armed with sticks and rocks raid a refugee camp. Two villagers die.,The event described in this text is extra-government violence.,0,1
event_test_1902,1902,mlburnham/scad_event_entailment,Shebab launches suicide attack against UN convoy at the airport.,The event described in this text is extra-government violence.,0,1
event_test_1903,1903,mlburnham/scad_event_entailment,A pipe bomb explodes near police headquarters.,The event described in this text is extra-government violence.,0,1
event_test_1904,1904,mlburnham/scad_event_entailment,"civil servants in finance, planning, commerce, education and industry ministries strike against job cutbacks, wages and poor living conditions",The event described in this text is extra-government violence.,1,0
event_test_1905,1905,mlburnham/scad_event_entailment,Government security forces killed four suspect terrorists,The event described in this text is extra-government violence.,1,0
event_test_1906,1906,mlburnham/scad_event_entailment,"Armed men kill four adults and four children, hacking them with machetes and shooting them at close range.",The event described in this text is extra-government violence.,0,1
event_test_1907,1907,mlburnham/scad_event_entailment,Bankers strike over liquidity crunch,The event described in this text is extra-government violence.,1,0
event_test_1908,1908,mlburnham/scad_event_entailment,19 Omar Bongo university students were arrested after their strike led them to clash with police. They were released a few days later on bail.,The event described in this text is extra-government violence.,1,0
event_test_1909,1909,mlburnham/scad_event_entailment,Rival drug gangs engaged in a series of shootouts. When police attempted to intervene the gangs opened fire on them,The event described in this text is extra-government violence.,0,1
event_test_1910,1910,mlburnham/scad_event_entailment,Black factions clash. Death toll from a week of violence reaches 60.,The event described in this text is extra-government violence.,0,1
event_test_1911,1911,mlburnham/scad_event_entailment,Health workers at public hospitals strike over low pay and poor working conditions. Several patients die as a result of the strike.,The event described in this text is extra-government violence.,1,0
event_test_1912,1912,mlburnham/scad_event_entailment,A Boko Haram suicide bomber detonated herself inside a mosque,The event described in this text is extra-government violence.,0,1
event_test_1913,1913,mlburnham/scad_event_entailment,Armed men attack a strip club.,The event described in this text is extra-government violence.,0,1
event_test_1914,1914,mlburnham/scad_event_entailment,"Boko Haram attacked Kimba village, killing at least 14 people and burning homes.",The event described in this text is extra-government violence.,0,1
event_test_1915,1915,mlburnham/scad_event_entailment,"40,000 workers close all govt. offices throughout the country.",The event described in this text is extra-government violence.,1,0
event_test_1916,1916,mlburnham/scad_event_entailment,Citizens were protesting the presence of a questionable vigilante group.,The event described in this text is extra-government violence.,1,0
event_test_1917,1917,mlburnham/scad_event_entailment,"A suicide car bomber posing as milkman blew himself up outside a district headquarters, killing at least 15 people.",The event described in this text is extra-government violence.,0,1
event_test_1918,1918,mlburnham/scad_event_entailment,Members of Mara 18 assassinate a journalist who had reported on the gangs.,The event described in this text is extra-government violence.,0,1
event_test_1919,1919,mlburnham/scad_event_entailment,"Boko Haram attacks a Christian farming village; Nigerian jets kill civilians, mistaking them for insurgents.",The event described in this text is extra-government violence.,0,1
event_test_1920,1920,mlburnham/scad_event_entailment,Gunmen kill a WFP driver. Thousands demonstrate in response.,The event described in this text is extra-government violence.,0,1
event_test_1921,1921,mlburnham/scad_event_entailment,"Transportation workers strike, protesting new traffic codes and police harassment of bus drivers",The event described in this text is extra-government violence.,1,0
event_test_1922,1922,mlburnham/scad_event_entailment,Suspects kill and rob 4 French tourists in Aleg. Govt. says suspects are affiliated with militant group Al-Qaeda in Mahgreb. Arrests are eventually made.,The event described in this text is extra-government violence.,0,1
event_test_1923,1923,mlburnham/scad_event_entailment,Unspecified militias wage war.,The event described in this text is extra-government violence.,0,1
event_test_1924,1924,mlburnham/scad_event_entailment,Nearly 200 workers at a Nestle factory in Cairo stage a sit-in protest over a pay dispute with management.,The event described in this text is extra-government violence.,1,0
