source_id,source_split,source_index,text,gt_causal_relation
politicause_test_10282,test,10282,"The terms Islamic terrorism and Islamic radicalism, which are used by leaders, sadly, are the main reasons for Islamophobia and have caused pain among Muslims.",1
politicause_test_12822,test,12822,"We have had support and efforts that we appreciate enormously, as they have given us some measure of relief in terms of our financial responsibilities to our creditors.",1
politicause_test_2386,test,2386,The fight against climate change will be a stark litmus test of our ability to manage the global commons through multilateral action.,0
politicause_test_1111,test,1111,"For the first time, this data includes analysis on vaccine effectiveness 15 weeks after the booster dose.",0
politicause_test_14417,test,14417,To be patriotic is to love one’s own and wish the best not only for them but also for others — that is the very essence of our Organization.,0
politicause_test_5237,test,5237,"Data published by the UK Health Security Agency shows vaccine effectiveness against symptomatic infection is substantially reduced against Omicron with just 2 doses over time, but a third dose boosts protection back up to over 70%.",0
politicause_test_2313,test,2313,"In Ethiopia, the Tigray conflict’s expansion is causing immense human suffering.",1
politicause_test_16300,test,16300,"We have done so, first and foremost, by levelling the playing field so that every Fijian enjoys equal opportunity in our new democracy.",1
politicause_test_16557,test,16557,"Among the plans for reform, we support with special conviction the Secretary-General’s commitment to the empowerment of women and girls and the achievement of gender equality as instruments for strengthening the effectiveness of the Organization.",0
politicause_test_3378,test,3378,"A transformation which will take us all, the most vulnerable countries and fragile economies included, into a more sustainable and resilient post-COVID world better equipped to meet the goals of the 2030 Agenda and the Paris Agreement on climate change, and for small island developing states.",0
politicause_test_1886,test,1886,This organized theft and illegal transfer of assets has profound consequences for the developing nations.,1
politicause_test_6501,test,6501,"With regard to the environment, there has been a considerable decrease in global greenhouse gas emissions, which contributed to a slowdown in the deterioration of the ozone layer.",0
politicause_test_4023,test,4023,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 767 in week 5, compared to 1,100 in the previous week.",0
politicause_test_15800,test,15800,"However, finding genuine solutions to our problems tends to be complex and challenging and requires a broader consensus.",0
politicause_test_6966,test,6966,"Democracy is not a gift bestowed on us but, rather, a hard-won historical conquest that we must cherish and protect among ourselves.",0
politicause_test_17148,test,17148,To fail to prepare young people is to prepare a generation to fail.,0
politicause_test_8089,test,8089,The majority of other countries currently do not recognise clinical trial volunteers and require visitors to have been fully vaccinated with a vaccine that has been approved for deployment by the relevant medicines regulator.,0
